VinnyLingham	rt:@civickey:q4:2018:progress:updates:big:partnerships:announcing:first:executive:director
VinnyLingham	rt:@civickey:happy:see:@vinnylingham:@civickey:list:@verdictuk
VinnyLingham	rt:@jmj:future:work:remote:companies:aren
VinnyLingham	go:rams:woohoo
VinnyLingham	@stephendpalley:no_honor:amongst:thieves
VinnyLingham	@nicharry:@richmulholland:@davidperel:@altosadventure:switched:fortnite:-:see:winking:face
VinnyLingham	@ceo_ortiz:@real_vijay:selective:memory
VinnyLingham	@real_vijay:lucky:face:with:tears:of:joy:face:with:tears:of:joy:face:with:tears:of:joy
VinnyLingham	@ari_cryptonized:hardly
VinnyLingham	@real_vijay:yeah:bitcoin:isnt:80%+:either:/s
VinnyLingham	technologists:expect:markets:patient:understanding:reality:irrational:unforgiving:crypto:markets:no_exception:big:mistake:can:make:believing:ideologies:true:reflection:market:will:want
VinnyLingham	rt:@brian_armstrong:environments:high:growth:opportunity:people:look:see:can:create:others:e
VinnyLingham	@kylesamani:just:waiting:@real_vijay:start:firing:back:face:with:tears:of:joy
VinnyLingham	rt:@kylesamani:0/:thread:argue:global:state:free:start:sov:used:moe:ultimately:beco
VinnyLingham	@matigreenspan:@mediumsqueeze:listen:podcast:-:believe:gave:range:;)
VinnyLingham	@matigreenspan:@mediumsqueeze:pull:one:6:november
VinnyLingham	@matigreenspan:@mediumsqueeze:actually:comments:topic:predates
VinnyLingham	rt:@elliot_olds:boring:topic:ever:written:kinda:interesting:study:bitcoin:community:runaway:ingr
VinnyLingham	rt:@identity:san:francisco:residents:phillip:shoemaker:executive:director:leaders:will:come:togeth
VinnyLingham	rt:@betashop:sick:nastiness:cryptotwitter:&amp;:overall:randomness:feed:pared:back:following:68:persons:now:else:s
VinnyLingham	@cburniske:@foxnews:sounds:like:cryptotwitter
VinnyLingham	@derose:@polsymtas:depends:re:long:short:;)
VinnyLingham	rt:@woonomic:bottom:?:no_yet:order:bottom:volume:coins:changing:hands:becomes:steady:currently
VinnyLingham	@derose:@polsymtas:dont:forget:;)
VinnyLingham	rt:@cburniske:crypto:markets:&amp;:development:2013:frenzy:&amp;:-promise:2014:crash:&amp;:-deliver:2015:consolidate:&amp;:ship:2016:lift:&amp;
VinnyLingham	rt:@raydalio:open-minded:people:seek:learn:asking:questions;:realize:little:know:relation:know
VinnyLingham	rt:@chamath:pao
VinnyLingham	rt:@bgurley:100%:agree:article:&amp;:voiced:opinion:whole:career:vast:majority:entrepreneurs:no_take:v
VinnyLingham	rt:@erikvoorhees:idea:know:talking:mention:word:blockchain:without:including:name
VinnyLingham	@fatirmalik1:likely
VinnyLingham	@fatirmalik1:doesnt:look:like:?
VinnyLingham	rt:@titus_k:new:identity:verification:marketplace?:#blockchain
VinnyLingham	@lowstrife:mean:2012?
VinnyLingham	crypto:market:will:rise:likely:pain:recent:fall:becomes:distant:memory:dont:underestimate:power:psychology:free:markets
VinnyLingham	traders:trade:sentiment:investors:trade:fundamentals:sentiment:temporal:fundamentals:steadfast:best:investors:no_traders:best:traders:no_investors:pick:poison
VinnyLingham	rt:@cheddar:bitcoin:continuing:freefall:dropping:$4000:can:expected:coming:months?:@civickey:ceo:@vinn
VinnyLingham	@marnusbroodryk:@nf_za:@ventureburn:@matthewbuckland:@justinstanford:@mybroadband:@mikestopforth:@vincent_maher:@mikesharman:size:terms:metric?
VinnyLingham	@erikvoorhees:true:leader:long:term:visionary:sometimes:take:1:step:back:take:2:steps:forward
VinnyLingham	rt:@nytimes:silicon:valley:backing:novel:idea:instead:charging:students:tuition:students:go:school:free:required
VinnyLingham	rt:@twobitidiot:brilliant:marketing:campaign:everyones:talking:crypto:twitter:army:hates:suits:wil
VinnyLingham	@cryptoschteen:no_doubt
VinnyLingham	@cryptoschteen:thanks:m:laying:low:waiting:fireworks
VinnyLingham	rt:@tusharjain_:blockchains:die?
VinnyLingham	@flyfranz:back:50:btc:per:block:rewards
VinnyLingham	@borntobank:lets:see
VinnyLingham	@mongoosebtc:@weissjeffm:@real_vijay:also:fork
VinnyLingham	@cryptomanran:biggest:sense?:coins:largest:mouth:twitter:followers:etc?
VinnyLingham	rt:@valaafshar:@twitter:advice:1:no_respond:negativity:2:give:without:expecting:get:3:no_nitpick:hobby:4:create:p
VinnyLingham	doesnt:matter:satoshi:matter:controls:1m+:bitcoins:believe:satoshi:mined
VinnyLingham	rt:@cburniske:mainstream:almost:entirely:forgotten:#bitcoin
VinnyLingham	rt:@civickey:@tokentalkco:2018:crypto:choice:awards:highlights:promising:projects:people:year
VinnyLingham	rt:@johnarnoldfndtn:1/:short:rant:deficit:&amp;:modern:monetary:theory:mmt:states:since:us:can:print:much:$:wants
VinnyLingham	bitcoin:10:years
VinnyLingham	rt:@andrewchen
VinnyLingham	@cburniske:@crypto_macro:@coinbase:@circle:concur:bitcoin:appeared:amplifier:around:5-10x:broader:alt:coin:market:around:30-50x:general
VinnyLingham	rt:@brian_armstrong:1/:today:big:day:bitcoin:marks:10:years:since:genesis:block:people:think:don
VinnyLingham	@cryptooster:like:said:cnbc:fast:money:-:sideways:3-6:months
VinnyLingham	next:book:list
VinnyLingham	rt:@random_walker
VinnyLingham	rt:@brucedkleinman:thread:damn:good:wish:written:clapping:hands
VinnyLingham	try:listen:track:year:just:also:happens:20:years:old:year:happy:new:year:#wisdom
VinnyLingham	@neildugal:read:comments:reread:tweet
VinnyLingham	@neildugal:surely:can:take:joke?
VinnyLingham	@spritelikepuck:predict:sun:will:rise:tomorrow
VinnyLingham	think:2019:people:will:continue:confuse:opinion:prediction
VinnyLingham	rt:@ev:new:york:magazine
